No,Name,Year,G_B,PA,AB,R_B,H_B,2B_B,3B_B,HR_B,TB,RBI,SB,CS,BB_B,HBP_B,IBB_B,SO_B,GDP,SAC,SF,AVG,OBP,SLG,OPS,wOBA,wRC+,WAR_B,WPA_B,G_P,CG,ShO,GS,W_P,L_P,SV,HLD(HD),IP,R_P,ER,TBF,H_P,2B_P,3B_P,HR_P,BB_P,IBB_P,HBP_P,SO_P,BK,WP,ERA,FIP,WHIP,ERA+,FIP+,WAR_P,WPA_P,Rank,G,W_T,L_T,D,P
9,한화,2019,1738,5482,4882,607,1249,223,16,88,1768,562,105,51,441,70,12,1090,112,44,45,0.256,0.324,0.362,0.686,0.317,92.1,14.98,-7.1,649,2,0,144,58,86,28,43,1268.2,737,679,5655,1407,238,19,120,526,9,72,934,4,66,4.82,4.55,1.52,86,91.4,11.57,-6.91,9,144,58,86,0,0.403
10,롯데,2019,1821,5488,4919,578,1231,214,22,90,1759,545,62,31,430,64,12,1085,108,35,40,0.25,0.316,0.358,0.674,0.312,86,10.91,-10.09,664,1,1,144,48,93,16,47,1270.1,764,688,5726,1405,241,20,120,546,33,71,1032,4,103,4.87,4.39,1.54,86,95.6,11.8,-12.89,10,144,48,93,3,0.34
1,NC,2020,603,1846,1621,298,476,88,7,68,782,288,28,12,158,37,4,321,33,13,17,0.294,0.366,0.482,0.849,0.373,119.5,11.62,7.66,220,0,0,46,32,14,13,30,414,224,212,1788,394,65,4,48,169,3,22,341,3,24,4.61,4.83,1.36,105,99.9,6.78,1.36,1,46,32,14,0,0.696
2,두산,2020,614,1920,1680,293,497,93,7,49,751,276,17,11,178,24,7,288,49,9,29,0.296,0.366,0.447,0.813,0.362,118.4,11.15,6.52,213,0,0,47,27,19,12,14,420.2,267,241,1895,490,105,7,37,158,5,22,312,1,23,5.16,4.52,1.54,91,103,4.15,-2.15,3,47,28,19,0,0.596
3,키움,2020,598,1905,1641,271,434,82,12,55,705,252,32,7,209,25,5,365,32,11,19,0.264,0.353,0.43,0.782,0.349,109.1,10.06,5.15,213,0,0,48,30,18,12,21,424,212,191,1789,430,66,5,44,114,3,24,311,5,16,4.05,4.44,1.28,116.2,105.2,7.78,1,2,48,30,18,0,0.625
4,KT,2020,615,1867,1662,272,482,82,10,55,749,255,30,11,154,16,6,352,28,18,17,0.29,0.353,0.451,0.803,0.354,110.9,9.47,4.2,199,0,0,47,21,26,7,19,414,275,257,1860,472,72,2,52,163,6,24,262,0,23,5.59,5.29,1.53,85.2,88.7,1.2,-6.6,8,47,21,26,0,0.447
5,LG,2020,632,1826,1622,258,469,85,8,40,690,247,33,18,144,22,8,296,36,17,21,0.289,0.351,0.425,0.776,0.345,108.5,8.7,3.21,198,1,1,47,27,20,12,21,419.2,227,211,1831,425,77,6,41,156,4,27,332,0,13,4.53,4.57,1.38,102.8,100.9,5.62,0.28,4,47,27,20,0,0.574
6,KIA,2020,525,1718,1514,218,411,70,2,47,626,210,16,6,158,17,0,296,42,17,12,0.271,0.345,0.413,0.758,0.34,98,5.91,0.39,182,1,1,45,24,21,11,21,391.1,204,181,1668,387,78,11,29,126,2,18,349,3,18,4.16,3.88,1.31,117.3,124.9,8.65,1.14,5,45,24,21,0,0.533
7,롯데,2020,534,1758,1567,207,420,85,2,32,605,193,33,10,149,19,6,286,36,9,14,0.268,0.336,0.386,0.722,0.327,91.2,4.63,1.2,217,0,0,45,22,23,7,20,403,215,205,1722,404,73,3,48,143,4,16,308,1,24,4.58,4.78,1.36,104.9,99.4,7.41,-1.72,7,45,22,23,0,0.489
8,삼성,2020,613,1816,1605,243,417,86,2,43,636,231,44,17,152,24,2,324,39,14,21,0.26,0.329,0.396,0.725,0.325,88.2,4.38,0.06,220,0,0,48,24,24,10,23,421,234,205,1850,431,83,6,52,178,4,23,299,0,13,4.38,5.2,1.45,113.3,94.5,7.16,0.01,6,48,24,24,0,0.5
9,SK,2020,591,1772,1569,177,377,51,10,37,559,169,24,12,158,18,5,340,42,17,10,0.24,0.315,0.356,0.671,0.304,77.8,1.75,-3.42,213,0,0,47,14,32,5,17,417,245,218,1854,427,77,6,44,195,3,25,333,2,30,4.71,4.94,1.49,100.4,97.4,4.48,-6.28,9,47,14,33,0,0.298
10,한화,2020,589,1772,1593,170,383,64,3,28,537,163,24,12,136,26,1,348,45,12,5,0.24,0.31,0.337,0.647,0.298,74.5,0.7,-5.13,222,1,1,48,12,36,6,13,416.2,304,273,1943,506,90,13,59,194,10,27,369,2,20,5.9,5.2,1.68,80.4,92.5,1.79,-6.9,10,48,12,36,0,0.25
