No,Name,Year,Team,Position,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,IBB,SO,GDP,SAC,SF,AVG,OBP,SLG,OPS,wOBA,wRC+,WAR,WPA,Salary,NextSalary
206,ÀÌ¼º¿ì,2010,K,C,10,16,16,2,4,0,0,0,4,0,0,0,0,0,0,3,0,0,0,.250,.250,.250,.500,.236,29.0,-0.03,,"3,000","3,000"
117,ÀÌ¼º¿ì,2011,K,C,15,9,9,2,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,.333,.333,.333,.667,.318,88.3,0.05,,"3,000","3,300"
236,ÀÌ¼º¿ì,2012,K,C,16,9,8,1,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,.000,.111,.000,.111,.080,-73.6,-0.12,,"3,300","3,800"
243,ÀÌ¼º¿ì,2013,K,C,15,24,22,0,3,0,0,0,3,0,0,0,0,0,0,7,1,2,0,.136,.136,.136,.273,.120,-52.1,-0.27,,"3,800","3,700"
299,ÀÌ¼º¿ì,2014,K,C,63,134,124,11,29,3,0,1,35,9,1,0,3,1,0,18,9,6,0,.234,.258,.282,.540,.240,22.7,-0.47,-2.08,"3,700","6,500"
343,ÀÌ¼º¿ì,2015,K,C,79,134,117,8,26,8,0,1,37,16,0,0,9,0,1,20,5,5,3,.222,.271,.316,.588,.255,36.3,-0.34,-0.22,"6,500","6,500"
352,ÀÌ¼º¿ì,2016,K,C,55,89,76,9,16,1,0,0,17,6,0,0,5,3,0,10,3,4,1,.211,.282,.224,.506,.241,22.7,-0.33,-0.62,"6,500","6,000"
119,ÀÌ¼º¿ì,2017,S,C,64,125,111,6,31,5,0,1,39,14,0,0,6,1,0,17,2,7,0,.279,.322,.351,.673,.292,63.5,0.27,0.14,"6,000","9,000"
16,ÀÌ¼þ¿ë,1997,Çö,1B,121,420,341,41,106,28,3,9,167,61,3,4,62,6,7,39,4,4,6,.311,.419,.490,.909,.400,153.1,3.80,,"6,300","7,600"
39,ÀÌ¼þ¿ë,1998,Çö,1B,107,412,363,39,101,26,1,10,159,45,6,9,31,12,0,72,5,2,4,.278,.351,.438,.789,.353,121.5,1.95,,"7,600","8,500"
42,ÀÌ¼þ¿ë,1999,Çö,1B,109,367,307,43,81,12,2,14,139,39,2,2,46,12,3,52,7,1,1,.264,.380,.453,.833,.368,115.3,1.66,,"8,500","8,200"
44,ÀÌ¼þ¿ë,2000,Çö,1B,104,325,281,49,80,14,0,15,139,50,2,3,35,7,3,49,9,1,1,.285,.377,.495,.871,.382,128.2,1.88,,"8,200","10,500"
37,ÀÌ¼þ¿ë,2001,Çö,1B,124,496,430,53,129,29,1,10,190,64,4,0,47,9,2,47,5,6,4,.300,.378,.442,.819,.370,113.6,2.32,,"10,500","16,000"
29,ÀÌ¼þ¿ë,2002,Çö,1B,125,480,422,63,120,18,2,19,199,76,7,2,40,12,2,54,11,4,2,.284,.361,.472,.833,.364,124.8,2.88,,"16,000","22,000"
33,ÀÌ¼þ¿ë,2003,Çö,1B,133,573,511,70,150,25,0,18,229,76,4,2,47,4,0,69,10,7,4,.294,.355,.448,.803,.358,113.8,2.54,,"22,000","25,000"
36,ÀÌ¼þ¿ë,2004,Çö,1B,133,549,468,60,137,29,0,9,193,85,0,3,58,13,6,87,17,4,6,.293,.382,.412,.794,.364,116.5,2.32,,"25,000","25,000"
54,ÀÌ¼þ¿ë,2005,Çö,DH,105,390,330,45,83,13,0,14,138,55,1,1,46,9,2,50,10,3,2,.252,.357,.418,.775,.353,113.7,1.26,,"25,000","25,000"
36,ÀÌ¼þ¿ë,2006,Çö,1B,119,449,370,44,106,12,0,7,139,43,3,6,59,5,3,45,11,12,3,.286,.389,.376,.765,.353,123.8,2.13,,"25,000","35,000"
42,ÀÌ¼þ¿ë,2007,Çö,1B,95,351,299,39,90,19,1,2,117,34,2,1,42,2,5,33,7,7,1,.301,.390,.391,.781,.359,119.7,1.74,,"35,000","17,000"
77,ÀÌ¼þ¿ë,2008,È÷,1B,109,375,333,37,90,10,0,3,109,27,1,2,39,2,2,38,8,0,1,.270,.349,.327,.677,.326,94.1,0.60,,"17,000","17,000"
5,ÀÌ½Â¿±,1997,»ï,1B,126,577,517,96,170,37,3,32,309,114,5,2,49,6,4,79,10,1,4,.329,.391,.598,.988,.432,172.3,6.78,,"6,500","8,500"
2,ÀÌ½Â¿±,1998,»ï,1B,126,568,477,100,146,32,2,38,296,102,0,2,78,5,10,97,4,1,7,.306,.404,.621,1.024,.434,175.9,6.73,,"8,500","11,000"
1,ÀÌ½Â¿±,1999,»ï,1B,132,614,486,128,157,33,2,54,356,123,10,2,112,12,6,114,7,0,4,.323,.458,.733,1.190,.486,191.8,8.91,,"11,000","30,000"
9,ÀÌ½Â¿±,2000,»ï,1B,125,544,454,108,133,33,0,36,274,95,4,5,80,7,7,113,5,0,3,.293,.404,.604,1.008,.428,157.3,5.18,,"30,000","30,000"
5,ÀÌ½Â¿±,2001,»ï,1B,127,574,463,101,128,31,2,39,280,95,4,2,96,12,11,130,6,1,2,.276,.412,.605,1.017,.434,155.1,5.52,,"30,000","41,000"
1,ÀÌ½Â¿±,2002,»ï,1B,133,617,511,123,165,42,2,47,352,126,1,2,89,15,5,109,11,0,2,.323,.436,.689,1.125,.472,198.5,8.96,,"41,000","63,000"
8,ÀÌ½Â¿±,2012,»ï,1B,126,556,488,84,150,28,2,21,245,85,6,0,59,4,4,101,10,1,4,.307,.384,.502,.886,.406,157.5,5.47,,"80,000","80,000"
105,ÀÌ½Â¿±,2013,»ï,1B,111,483,443,62,112,24,0,13,175,69,3,1,30,2,2,94,8,0,8,.253,.298,.395,.693,.317,83.1,0.37,,"80,000","80,000"
40,ÀÌ½Â¿±,2014,»ï,DH,127,548,506,83,156,30,0,32,282,101,5,1,40,0,3,77,10,0,2,.308,.358,.557,.915,.393,118.3,2.42,3.39,"80,000","100,000"
29,ÀÌ½Â¿±,2015,»ï,DH,122,522,470,87,156,28,1,26,264,90,2,1,40,6,2,71,10,0,6,.332,.387,.562,.949,.412,140.4,3.14,2.52,"100,000","100,000"
69,ÀÌ½ÂÁØ,2004,µÎ,,64,152,130,17,30,5,0,8,59,19,1,0,17,3,1,52,1,1,1,.231,.331,.454,.785,.350,107.3,0.89,,"2,500","3,700"
,ÀÌ½ÂÈ£,2009,S,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,,"8,100","13,500"
127,ÀÌ½ÂÈ£,2010,S,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,,"6,000","20,000"
110,ÀÌ½ÃÂù,2014,ÇÑ,SS,45,119,105,14,30,4,0,0,34,9,4,1,10,0,0,19,3,3,1,.286,.345,.324,.669,.310,64.1,0.17,-0.02,"4,300","5,100"
187,ÀÌ¾ç±â,2004,ÇÑ,,10,11,10,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,.000,.091,.000,.091,.066,-82.0,-0.19,,"1,800","2,000"
267,ÀÌ¾ç±â,2009,ÇÑ,RF,15,24,21,1,2,0,0,0,2,0,0,0,2,0,0,6,2,1,0,.095,.174,.095,.269,.139,-39.8,-0.33,,"2,300","2,300"
200,ÀÌ¾ç±â,2010,ÇÑ,LF,27,57,44,4,6,1,0,1,10,3,3,0,7,5,0,10,1,1,0,.136,.321,.227,.549,.281,59.5,-0.02,,"2,300","2,700"
78,ÀÌ¾ç±â,2011,ÇÑ,RF,93,164,147,9,41,13,0,0,54,17,3,0,9,6,0,31,5,2,0,.279,.346,.367,.713,.336,100.6,0.63,,"2,700","3,700"
199,ÀÌ¾ç±â,2012,ÇÑ,RF,35,54,49,8,11,2,0,0,13,6,0,0,2,3,0,11,1,0,0,.224,.296,.265,.562,.278,68.0,-0.02,,"3,700","3,700"
69,ÀÌ¾ç±â,2013,ÇÑ,RF,56,209,185,16,57,8,1,3,76,30,0,0,17,5,0,25,10,1,1,.308,.380,.411,.791,.373,120.7,1.17,,"3,700","5,200"
87,ÀÌ¿©»ó,2009,ÇÑ,2B,79,222,199,21,50,5,1,6,75,28,4,1,15,4,0,65,5,2,2,.251,.314,.377,.691,.311,74.4,0.51,,"3,200","3,500"
207,ÀÌ¿©»ó,2010,ÇÑ,,14,15,14,0,3,1,0,0,4,3,0,0,1,0,0,6,0,0,0,.214,.267,.286,.552,.261,46.6,-0.03,,"3,500","3,000"
111,ÀÌ¿©»ó,2011,ÇÑ,3B,120,372,320,31,71,15,2,3,99,38,15,4,24,4,0,67,11,19,5,.222,.281,.309,.590,.266,53.0,0.08,,"3,000","5,000"
84,ÀÌ¿©»ó,2012,ÇÑ,3B,86,211,182,18,43,7,0,3,59,19,7,2,15,2,0,40,5,12,0,.236,.302,.324,.626,.283,72.0,0.47,,"5,000","5,000"
289,ÀÌ¿©»ó,2015,·Ô,,6,6,5,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,.000,.167,.000,.167,.122,-50.1,-0.08,-0.14,"3,600","3,600"
214,ÀÌ¿µ¿ì,1997,ÇÑ,LF,31,117,109,12,22,6,0,3,37,12,2,3,6,0,0,20,7,1,1,.202,.241,.339,.581,.260,56.4,-0.28,,"3,900","3,300"
42,ÀÌ¿µ¿ì,1998,ÇÑ,LF,97,342,297,34,81,19,1,9,129,31,6,9,38,0,3,50,9,6,1,.273,.354,.434,.789,.346,116.0,1.62,,"3,300","4,000"
19,ÀÌ¿µ¿ì,1999,ÇÑ,LF,128,482,425,83,142,33,4,13,222,49,16,7,40,9,2,69,6,3,5,.334,.399,.522,.921,.399,135.1,4.04,,"4,000","7,000"
11,ÀÌ¿µ¿ì,2000,ÇÑ,LF,128,542,478,91,152,36,5,25,273,64,7,12,52,8,5,91,5,1,3,.318,.392,.571,.963,.415,148.2,4.92,,"7,000","10,500"
26,ÀÌ¿µ¿ì,2001,ÇÑ,LF,126,448,381,72,109,25,3,15,185,65,10,3,62,0,4,70,8,4,1,.286,.385,.486,.871,.386,123.6,3.12,,"10,500","12,500"
8,ÀÌ¿µ¿ì,2002,ÇÑ,LF,133,564,476,96,150,26,1,24,250,52,13,12,73,8,6,103,14,7,0,.315,.415,.525,.940,.406,153.0,5.42,,"12,500","18,000"
13,ÀÌ¿µ¿ì,2003,ÇÑ,LF,133,590,498,90,148,28,4,16,232,71,18,9,78,8,7,71,7,3,3,.297,.399,.466,.865,.386,133.1,4.72,,"18,000","25,000"
79,ÀÌ¿µ¿ì,2007,ÇÑ,LF,97,337,294,31,70,14,4,0,92,28,4,2,37,0,1,36,10,3,3,.238,.320,.313,.633,.300,79.2,0.45,,"27,000","21,000"
47,ÀÌ¿µ¿ì,2008,ÇÑ,LF,89,305,271,41,78,21,2,2,109,27,2,1,26,1,0,40,9,2,5,.288,.347,.402,.749,.347,108.0,1.40,,"21,000","21,000"
90,ÀÌ¿µ¿ì,2009,ÇÑ,DH,93,293,260,32,72,12,3,7,111,35,2,1,28,0,0,42,12,3,2,.277,.345,.427,.772,.344,96.1,0.41,,"21,000","13,000"
78,ÀÌ¿µ¿í,2009,»ï,CF,88,220,193,27,48,6,2,4,70,29,16,4,19,3,1,52,4,2,3,.249,.321,.363,.684,.309,72.7,0.64,,"2,100","4,095"
35,ÀÌ¿µ¿í,2010,»ï,CF,120,479,408,68,111,19,2,4,146,42,30,8,51,7,2,86,4,9,4,.272,.360,.358,.717,.332,93.3,2.56,,"4,095","8,000"
217,ÀÌ¿µ¿í,2014,»ï,CF,40,64,53,16,11,3,0,0,14,6,6,1,7,2,0,16,0,2,0,.208,.323,.264,.587,.282,48.7,-0.00,0.20,"6,200","6,000"
255,ÀÌ¿µ¿í,2015,»ï,RF,38,26,22,8,5,2,0,0,7,2,0,1,3,1,0,10,0,0,0,.227,.346,.318,.664,.320,79.1,-0.02,-0.08,"6,000","5,500"
341,ÀÌ¿µ¿í,2016,»ï,CF,104,52,49,16,8,1,0,1,12,4,6,3,2,1,0,21,1,0,0,.163,.212,.245,.456,.214,4.9,-0.29,-0.57,"5,500","6,500"
132,ÀÌ¿µÁÖ,1997,·Ô,,8,10,7,1,1,0,0,0,1,1,0,0,3,0,0,1,0,0,0,.143,.400,.143,.543,.306,88.3,0.03,,"2,000","1,800"
51,ÀÌ¿ë±Ô,2005,K,RF,124,479,414,57,110,17,2,5,146,37,31,10,39,9,0,64,6,14,3,.266,.340,.353,.692,.317,89.0,1.46,,"2,000","5,500"
3,ÀÌ¿ë±Ô,2006,K,RF,125,552,485,78,154,25,9,1,200,39,38,11,50,9,3,48,6,7,1,.318,.391,.412,.803,.372,137.2,5.17,,"5,500","11,000"
30,ÀÌ¿ë±Ô,2007,K,CF,118,491,439,61,123,17,8,0,156,27,17,11,37,7,0,40,4,5,3,.280,.344,.355,.699,.328,98.7,2.67,,"11,000","9,000"
17,ÀÌ¿ë±Ô,2008,K,CF,106,473,417,62,130,24,6,0,166,38,28,9,47,3,1,37,4,6,0,.312,.385,.398,.784,.367,122.1,4.23,,"9,000","15,000"
70,ÀÌ¿ë±Ô,2009,K,CF,50,201,169,32,45,8,3,0,59,14,10,4,22,4,1,21,1,6,0,.266,.364,.349,.713,.326,83.3,0.78,,"15,000","16,000"
13,ÀÌ¿ë±Ô,2010,K,CF,129,555,472,74,145,19,1,3,175,51,25,12,64,9,2,50,10,7,3,.307,.398,.371,.769,.361,112.8,3.84,,"16,000","20,000"
4,ÀÌ¿ë±Ô,2011,K,CF,111,503,421,84,140,16,2,3,169,33,30,6,63,9,2,33,5,7,3,.333,.427,.401,.829,.391,137.9,5.54,,"20,000","30,000"
10,ÀÌ¿ë±Ô,2012,K,CF,125,580,491,86,139,14,2,2,163,37,44,12,66,10,0,38,9,10,3,.283,.377,.332,.709,.340,111.3,4.50,,"30,000","34,000"
31,ÀÌ¿ë±Ô,2013,K,CF,100,453,390,74,115,20,1,2,143,22,21,9,44,7,0,37,4,10,2,.295,.375,.367,.741,.349,104.7,2.83,,"34,000","70,000"
122,ÀÌ¿ë±Ô,2014,ÇÑ,DH,104,418,358,62,103,12,4,0,123,20,12,11,52,5,0,46,5,2,1,.288,.385,.344,.728,.349,88.2,0.09,-0.76,"70,000","70,000"
11,ÀÌ¿ë±Ô,2015,ÇÑ,CF,124,585,493,94,168,15,7,4,209,42,28,10,68,9,5,45,4,11,4,.341,.427,.424,.851,.386,119.6,4.96,2.61,"70,000","70,000"
17,ÀÌ¿ë±Ô,2016,ÇÑ,CF,113,530,452,98,159,20,4,3,196,41,21,11,63,7,1,29,7,7,1,.352,.438,.434,.872,.404,128.1,4.31,3.44,"70,000","90,000"
115,ÀÌ¿ë±Ô,2017,ÇÑ,CF,57,200,179,32,47,8,1,0,57,12,10,3,17,2,0,20,4,1,1,.263,.332,.318,.650,.304,70.8,0.32,-0.26,"90,000","40,000"
156,ÀÌ¿ëÁÖ,2001,Çö,,25,28,26,6,6,1,0,0,7,1,0,0,2,0,0,4,0,0,0,.231,.286,.269,.555,.267,45.3,-0.05,,"1,800","2,000"
,ÀÌ¿ëÂù,2008,µÎ,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,,"2,000","2,400"
,ÀÌ¿ëÂù,2009,µÎ,P,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,,"2,400","5,900"
273,ÀÌ¿ì¹Î,2014,·Ô,CF,44,103,80,14,19,0,0,0,19,10,0,3,14,2,0,22,1,6,1,.238,.361,.238,.598,.289,57.8,-0.19,-0.43,"6,000","7,000"
348,ÀÌ¿ì¹Î,2015,·Ô,CF,75,174,141,18,32,4,0,4,48,18,2,0,10,6,0,43,2,17,0,.227,.306,.340,.646,.271,48.5,-0.38,-0.46,"7,000","7,000"
110,ÀÌ¿ì¼®,1999,ÇØ,,2,8,7,2,2,0,0,0,2,0,1,0,1,0,0,1,0,0,0,.286,.375,.286,.661,.322,84.9,0.05,,"1,700","1,800"
275,ÀÌ¿ì¼º,2016,µÎ,DH,2,5,5,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,.200,.200,.200,.400,.189,-13.1,-0.06,-0.02,"2,800","2,800"
179,ÀÌ¿ø¼®,2006,·Ô,3B,123,321,287,26,65,8,0,1,76,27,3,1,14,4,0,55,3,12,4,.226,.269,.265,.533,.246,45.6,-0.33,,"3,000","5,500"
69,ÀÌ¿ø¼®,2007,·Ô,SS,121,407,363,43,95,10,1,1,110,29,2,5,24,3,0,57,7,16,1,.262,.312,.303,.615,.284,66.7,0.71,,"5,500","6,800"
88,ÀÌ¿ø¼®,2008,·Ô,SS,53,134,120,14,33,7,0,0,40,5,2,1,8,0,0,15,4,6,0,.275,.320,.333,.654,.298,74.5,0.39,,"6,800","6,800"
38,ÀÌ¿ø¼®,2009,µÎ,3B,125,414,376,49,112,20,4,9,167,53,2,6,28,5,2,52,15,0,5,.298,.350,.444,.794,.354,102.9,2.09,,"6,800","10,500"
55,ÀÌ¿ø¼®,2010,µÎ,3B,104,330,291,36,78,14,4,8,124,49,1,4,26,4,1,44,5,7,2,.268,.334,.426,.761,.337,97.0,1.52,,"10,500","9,400"
84,ÀÌ¿ø¼®,2011,µÎ,3B,110,311,264,36,57,11,0,8,92,35,1,0,29,3,0,58,7,12,3,.216,.298,.348,.646,.293,70.8,0.54,,"9,400","8,400"
40,ÀÌ¿ø¼®,2012,µÎ,3B,107,372,325,36,87,13,2,8,128,42,1,1,30,5,4,35,16,10,2,.268,.337,.394,.731,.331,105.1,2.06,,"8,400","10,000"
32,ÀÌ¿ø¼®,2013,µÎ,3B,85,300,264,40,83,12,0,10,125,39,6,4,29,3,0,49,7,1,3,.314,.385,.473,.858,.395,136.9,2.81,,"10,000","15,000"
112,ÀÌ¿ø¼®,2016,µÎ,3B,7,22,19,3,6,3,0,2,15,7,0,0,2,0,0,2,1,0,1,.316,.364,.789,1.153,.457,179.3,0.36,0.41,"15,000","30,000"
60,ÀÌ¿ø¼®,2017,»ï,3B,121,459,411,55,109,20,1,18,185,62,2,0,34,4,2,80,4,4,6,.265,.323,.450,.773,.333,89.2,1.46,0.55,"30,000","30,000"
91,ÀÌÀÎ±¸,2007,·Ô,CF,65,204,167,18,33,8,2,1,48,12,2,2,19,9,0,34,2,7,2,.198,.310,.287,.597,.282,65.2,0.25,,"2,100","2,400"
63,ÀÌÀÎ±¸,2008,·Ô,CF,42,174,149,23,43,5,0,2,54,14,11,2,15,2,1,27,2,8,0,.289,.361,.362,.724,.329,96.0,1.01,,"2,400","3,700"
62,ÀÌÀÎ±¸,2009,·Ô,CF,95,308,271,34,73,13,3,5,107,33,6,6,26,4,0,61,5,5,2,.269,.340,.395,.735,.330,86.5,1.03,,"3,700","6,000"
216,ÀÌÀÎ±¸,2010,·Ô,,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-126.0,-0.05,,"6,000","4,500"
69,ÀÌÀÎ±¸,2011,·Ô,LF,81,182,161,26,43,5,2,2,58,14,6,1,17,3,0,22,4,1,0,.267,.348,.360,.708,.337,101.0,0.84,,"4,500","5,000"
235,ÀÌÀÎ±¸,2012,·Ô,LF,7,12,12,1,2,0,0,0,2,0,0,0,0,0,0,4,0,0,0,.167,.167,.167,.333,.159,-15.6,-0.12,,"5,000","4,700"
275,ÀÌÀÎÇà,2017,K,1B,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.08,0.00,"3,100","3,200"
108,ÀÌÀÏÀÇ,2002,L,,72,137,122,13,30,5,0,1,38,8,0,1,10,2,0,28,5,1,1,.246,.311,.311,.623,.284,68.3,0.06,,"4,000","4,500"
131,ÀÌÀç¿ì,2008,µÎ,P,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,,0.01,,"13,000","20,000"
60,ÀÌÀç¿ø,2007,S,DH,66,119,108,16,36,8,0,3,53,21,1,0,7,3,0,13,4,0,1,.333,.387,.491,.877,.404,153.9,0.97,,"2,200","4,000"
50,ÀÌÀç¿ø,2008,S,DH,82,171,146,14,46,13,1,3,70,25,2,0,20,2,0,24,8,0,3,.315,.398,.479,.877,.404,147.9,1.30,,"4,000","5,500"
102,ÀÌÀç¿ø,2009,S,DH,24,39,32,2,11,2,0,0,13,5,0,0,6,1,0,4,1,0,0,.344,.462,.406,.868,.413,143.3,0.25,,"5,500","5,000"
56,ÀÌÀç¿ø,2013,S,C,69,252,226,27,57,10,1,8,93,41,2,1,17,4,0,32,8,3,2,.252,.313,.412,.725,.331,92.6,1.50,,"5,400","7,500"
17,ÀÌÀç¿ø,2014,S,DH,120,484,412,48,139,30,2,12,209,83,3,0,49,12,7,66,14,0,11,.337,.413,.507,.921,.405,134.3,4.04,1.81,"7,500","28,000"
61,ÀÌÀç¿ø,2015,S,C,140,559,489,58,138,18,1,17,209,100,1,3,54,11,5,85,22,0,5,.282,.363,.427,.791,.355,106.7,1.68,1.41,"28,000","28,000"
52,ÀÌÀç¿ø,2016,S,C,130,472,411,49,119,15,0,15,179,64,1,5,43,9,3,76,15,2,7,.290,.364,.436,.799,.359,99.4,1.93,0.51,"28,000","35,000"
117,ÀÌÀç¿ø,2017,S,C,114,350,314,32,76,15,0,9,118,42,0,1,16,8,0,55,9,8,4,.242,.292,.376,.668,.291,61.9,0.30,-0.03,"35,000","35,000"
287,ÀÌÀçÀ²,2016,N,CF,32,13,13,9,2,0,0,0,2,0,8,1,0,0,0,3,0,0,0,.154,.154,.154,.308,.145,-37.7,-0.10,0.09,"2,700","3,000"
68,ÀÌÀçÁÖ,1997,Çö,C,37,72,66,10,14,3,0,7,38,15,0,0,5,0,0,30,2,0,1,.212,.264,.576,.840,.357,123.0,0.69,,"2,200","2,600"
82,ÀÌÀçÁÖ,1998,Çö,C,39,48,36,2,7,0,0,2,13,5,0,1,9,1,1,15,0,1,1,.194,.362,.361,.723,.320,98.8,0.28,,"2,600","3,200"
175,ÀÌÀçÁÖ,1999,Çö,C,9,16,15,0,1,0,0,0,1,0,0,0,1,0,0,4,3,0,0,.067,.125,.067,.192,.103,-61.6,-0.21,,"3,200","3,000"
94,ÀÌÀçÁÖ,2000,Çö,C,76,132,114,14,22,5,0,3,36,14,0,0,14,3,0,33,3,1,0,.193,.298,.316,.614,.285,61.7,0.28,,"3,000","4,000"
67,ÀÌÀçÁÖ,2003,K,DH,103,296,257,29,72,8,0,11,113,42,1,3,29,1,0,56,3,7,2,.280,.353,.440,.793,.349,108.2,0.73,,"3,600","6,500"
33,ÀÌÀçÁÖ,2004,K,C,119,298,250,34,64,16,1,8,106,39,0,2,40,6,3,51,9,0,2,.256,.369,.424,.793,.363,116.1,2.51,,"6,500","5,800"
79,ÀÌÀçÁÖ,2005,K,DH,79,148,124,10,31,8,0,5,54,19,0,1,22,2,1,32,5,0,0,.250,.372,.435,.807,.370,125.1,0.61,,"5,800","5,800"
25,ÀÌÀçÁÖ,2006,K,DH,115,436,377,38,107,26,0,13,172,59,1,1,52,2,1,78,13,1,4,.284,.370,.456,.826,.381,143.5,2.82,,"5,800","10,000"
76,ÀÌÀçÁÖ,2007,K,DH,90,282,243,19,63,13,0,5,91,36,0,2,34,0,0,47,9,0,5,.259,.344,.374,.719,.338,105.4,0.51,,"10,000","8,000"
39,ÀÌÀçÁÖ,2008,K,DH,87,314,261,37,72,15,0,12,123,58,2,1,45,3,2,49,8,0,5,.276,.382,.471,.853,.390,138.1,1.94,,"8,000","12,000"
,ÀÌÀçÇÐ,2016,N,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"20,000","20,000"
,ÀÌÁ¤¹Î,2009,·Ô,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,,"6,200","6,800"
247,ÀÌÁ¤¹Î,2015,·Ô,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.00,0.00,"6,500","6,500"
109,ÀÌÁ¤½Ä,2005,»ï,C,59,78,67,7,15,3,0,1,21,4,0,0,6,1,0,13,4,4,0,.224,.297,.313,.611,.275,60.3,0.14,,"2,600","3,500"
74,ÀÌÁ¤½Ä,2006,»ï,C,69,92,83,13,19,5,0,2,30,9,3,0,6,2,0,19,1,1,0,.229,.297,.361,.658,.307,90.8,0.62,,"3,500","5,000"
100,ÀÌÁ¤½Ä,2010,»ï,C,50,104,93,12,24,3,0,1,30,7,2,0,6,0,0,22,4,5,0,.258,.303,.323,.626,.280,59.2,0.23,,"5,700","7,000"
116,ÀÌÁ¤½Ä,2011,»ï,C,8,5,5,0,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,.400,.400,.400,.800,.382,131.4,0.05,,"7,000","6,000"
256,ÀÌÁ¤½Ä,2012,»ï,C,46,64,53,4,8,0,0,0,8,1,0,1,7,1,0,19,0,3,0,.151,.262,.151,.413,.210,19.5,-0.21,,"6,000","5,500"
142,ÀÌÁ¤½Ä,2013,»ï,C,11,17,17,3,4,0,0,1,7,4,1,0,0,0,0,4,1,0,0,.235,.235,.412,.647,.291,64.9,0.07,,"5,500","5,500"
230,ÀÌÁ¤½Ä,2014,»ï,C,7,5,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,.000,.200,.000,.200,.149,-38.3,-0.04,-0.08,"5,500","4,500"
21,ÀÌÁ¤ÈÄ,2017,³Ø,CF,144,622,552,111,179,29,8,2,230,47,12,4,60,6,2,67,9,2,2,.324,.395,.417,.812,.370,112.1,3.67,1.35,"2,700","11,000"
,ÀÌÁ¤ÈÆ,2009,·Ô,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,,"3,600","7,200"
,ÀÌÁ¤ÈÆ,2010,·Ô,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,,"7,200","7,200"
,ÀÌÁ¤ÈÆ,2011,³Ø,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,,"7,200","8,200"
40,ÀÌÁ¾¹Î,1997,O,2B,118,281,247,28,75,13,1,3,99,30,7,6,18,3,0,29,9,10,3,.304,.354,.401,.755,.334,107.6,1.64,,"2,500","3,800"
196,ÀÌÁ¾¹Î,1998,O,2B,69,183,165,12,37,4,1,2,49,14,2,3,5,1,0,24,6,11,1,.224,.250,.297,.547,.234,36.0,-0.53,,"3,800","3,600"
183,ÀÌÁ¾¹Î,1999,µÎ,,65,100,92,8,22,4,1,0,28,9,0,1,4,0,0,13,4,4,0,.239,.271,.304,.575,.252,36.3,-0.34,,"3,600","3,400"
155,ÀÌÁ¾¹Î,2000,µÎ,2B,98,132,119,12,27,4,0,1,34,9,4,0,11,0,0,18,6,1,1,.227,.290,.286,.576,.269,49.8,-0.04,,"3,400","4,400"
199,ÀÌÁ¾¹Î,2001,µÎ,2B,92,147,131,22,32,2,0,0,34,13,0,1,10,1,1,19,3,4,1,.244,.301,.260,.560,.262,40.5,-0.32,,"4,400","5,200"
34,ÀÌÁ¾¹ü,2001,ÇØ,3B,45,214,188,45,64,14,1,11,113,37,7,5,20,1,0,16,5,2,3,.340,.401,.601,1.002,.433,154.8,2.54,,"35,000","43,000"
9,ÀÌÁ¾¹ü,2002,K,CF,123,546,485,93,142,25,2,18,225,59,35,5,43,13,5,63,7,4,1,.293,.365,.464,.829,.363,124.1,5.24,,"43,000","45,000"
3,ÀÌÁ¾¹ü,2003,K,CF,132,595,524,110,165,43,1,20,270,61,50,10,59,7,5,58,8,1,4,.315,.389,.515,.904,.399,142.8,7.11,,"45,000","48,000"
