No,Name,Year,G_B,PA,AB,R_B,H_B,2B_B,3B_B,HR_B,TB,RBI,SB,CS,BB_B,HBP_B,IBB_B,SO_B,GDP,SAC,SF,AVG,OBP,SLG,OPS,wOBA,wRC+,WAR_B,WPA_B,G_P,CG,ShO,GS,W_P,L_P,SV,HLD(HD),IP,R_P,ER,TBF,H_P,2B_P,3B_P,HR_P,BB_P,IBB_P,HBP_P,SO_P,BK,WP,ERA,FIP,WHIP,ERA+,FIP+,WAR_P,WPA_P,Rank,G,W_T,L_T,D,P
3,KIA,2003,1657,5127,4448,657,1211,219,16,129,1849,626,146,67,505,42,18,721,72,94,37,0.272,0.349,0.41600000000000004,0.765,0.34,101.8,26.26,0.0,463,12,3,133,78,50,36,34,1178.0,527,478,4999,1092,0.0,0.0,137,414,12,101,820,1,42,3.65,4.16,1.28,117.3,102.9,25.71,0.0,3,133,78,50,5,0.609
4,SK,2003,1656,5157,4445,644,1208,209,16,156,1917,612,82,57,464,89,10,763,87,127,32,0.272,0.35,0.431,0.7809999999999999,0.344,104.8,25.84,0.0,530,3,3,133,66,64,43,48,1181.1,642,583,5158,1190,0.0,0.0,135,497,19,83,759,2,42,4.44,4.39,1.43,93.9,95.1,17.27,0.0,2,133,66,64,3,0.508
5,µÎ»ê,2003,1702,5165,4536,563,1251,205,21,90,1768,541,58,36,452,62,17,706,121,63,52,0.276,0.34600000000000003,0.39,0.736,0.332,96.0,20.73,0.0,591,7,2,133,57,74,30,53,1175.2,619,555,5144,1194,0.0,0.0,105,464,22,79,654,3,37,4.25,4.14,1.41,97.9,100.5,19.11,0.0,7,133,57,74,2,0.435
6,ÇÑÈ­,2003,1739,5198,4458,577,1131,218,20,121,1752,521,78,57,542,75,22,887,89,102,21,0.254,0.34299999999999997,0.39299999999999996,0.736,0.33,94.4,20.36,0.0,502,4,2,133,63,65,35,31,1192.0,617,580,5165,1184,0.0,0.0,142,437,14,68,772,9,53,4.38,4.25,1.36,99.1,102.2,22.43,0.0,5,133,63,65,5,0.49200000000000005
7,LG,2003,1694,4964,4375,509,1088,188,29,106,1652,485,135,62,404,70,11,781,90,74,40,0.249,0.32,0.37799999999999995,0.6970000000000001,0.313,82.2,13.46,0.0,588,2,1,133,60,71,37,51,1169.2,579,521,5166,1201,0.0,0.0,120,531,27,60,794,2,49,4.01,4.18,1.48,103.6,99.3,21.01,0.0,6,133,60,71,2,0.45799999999999996
8,·Ôµ¥,2003,1656,4987,4465,491,1143,232,18,73,1630,451,84,66,338,73,11,848,75,83,28,0.256,0.317,0.365,0.682,0.307,78.5,11.19,0.0,616,3,0,133,39,91,22,58,1164.1,709,648,5173,1302,0.0,0.0,171,435,16,93,647,3,36,5.01,4.88,1.49,84.5,86.8,10.44,0.0,8,133,39,91,3,0.3
1,Çö´ë,2004,1692,5322,4480,692,1233,190,13,134,1851,653,100,45,607,86,29,871,109,111,38,0.275,0.37,0.413,0.7829999999999999,0.354,110.1,31.88,0.0,492,3,0,133,75,53,36,32,1187.0,590,537,5135,1193,0.0,0.0,123,440,0,59,842,4,41,4.07,4.14,1.38,106.4,104.6,24.4,0.0,1,133,75,53,5,0.586
2,KIA,2004,1685,5190,4426,643,1182,224,9,143,1853,610,127,54,549,79,22,693,118,82,54,0.267,0.354,0.419,0.773,0.349,106.5,28.86,0.0,559,5,3,133,67,61,27,24,1183.0,637,594,5199,1198,0.0,0.0,119,496,13,120,773,1,48,4.52,4.48,1.43,96.6,97.5,21.03,0.0,4,133,67,61,5,0.523
3,»ï¼º,2004,1553,5170,4509,641,1215,225,9,132,1854,600,50,32,460,86,22,704,122,84,31,0.26899999999999996,0.34600000000000003,0.41100000000000003,0.757,0.34299999999999997,102.2,26.73,0.0,557,4,2,133,73,52,42,74,1196.1,564,500,5138,1092,0.0,0.0,118,505,17,85,994,6,43,3.76,4.01,1.34,115.4,108.3,27.09,0.0,2,133,73,52,8,0.584
4,SK,2004,1728,5254,4499,655,1223,196,9,138,1851,626,50,47,521,93,24,818,98,105,35,0.272,0.35700000000000004,0.41100000000000003,0.768,0.34700000000000003,105.4,25.97,0.0,531,3,1,134,61,64,29,49,1191.0,645,581,5240,1177,0.0,0.0,116,545,18,110,894,8,57,4.39,4.32,1.45,95.8,97.4,19.01,0.0,5,133,61,64,8,0.488
5,ÇÑÈ­,2004,1729,5150,4519,632,1213,245,17,140,1912,605,82,58,456,54,14,923,107,88,33,0.268,0.34,0.423,0.764,0.34299999999999997,102.5,24.4,0.0,534,3,0,133,53,74,37,36,1180.2,750,688,5267,1290,0.0,0.0,170,455,16,92,699,2,47,5.24,4.99,1.48,84.0,88.4,12.08,0.0,7,133,53,74,6,0.41700000000000004
6,µÎ»ê,2004,1674,5109,4485,606,1200,202,19,89,1707,573,71,59,433,96,12,780,86,55,40,0.268,0.342,0.381,0.723,0.33299999999999996,95.4,21.46,0.0,521,4,2,133,70,62,38,47,1177.2,560,508,5056,1144,0.0,0.0,95,457,18,75,799,3,49,3.88,3.95,1.36,107.9,106.1,25.07,0.0,3,133,70,62,1,0.53
7,LG,2004,1753,5081,4432,588,1150,176,24,102,1680,554,69,48,441,95,18,892,89,73,40,0.259,0.337,0.379,0.716,0.32799999999999996,91.7,18.5,0.0,606,3,1,132,59,70,35,64,1159.2,636,565,5156,1231,0.0,0.0,116,536,31,64,780,1,55,4.38,4.38,1.52,95.7,95.9,16.75,0.0,6,133,59,70,4,0.457
8,·Ôµ¥,2004,1661,5075,4462,533,1125,195,21,88,1626,500,129,46,416,92,15,853,99,74,31,0.252,0.327,0.364,0.691,0.317,84.8,15.36,0.0,538,4,2,133,50,72,29,46,1190.1,608,558,5160,1216,0.0,0.0,109,449,41,76,753,3,43,4.22,4.09,1.4,101.2,104.3,22.8,0.0,8,133,50,72,11,0.41
1,ÇÑÈ­,2005,1507,4841,4304,622,1163,211,9,159,1869,594,62,24,400,75,12,824,121,31,31,0.27,0.341,0.434,0.775,0.35100000000000003,111.6,28.62,0.0,549,2,1,126,64,61,36,43,1111.0,603,545,4870,1193,0.0,0.0,111,389,9,88,662,2,35,4.41,4.39,1.42,99.2,99.8,19.05,0.0,4,126,64,61,1,0.512
2,»ï¼º,2005,1602,4975,4234,614,1134,178,6,111,1657,575,97,38,500,109,21,748,112,98,34,0.268,0.35700000000000004,0.391,0.7490000000000001,0.341,105.5,26.13,0.0,552,2,1,126,74,48,37,62,1129.1,528,480,4791,1026,0.0,0.0,109,387,11,79,875,5,49,3.83,3.93,1.25,111.3,108.3,26.24,0.0,1,126,74,48,4,0.607
3,SK,2005,1631,4984,4230,589,1139,174,12,122,1703,559,101,54,495,85,27,806,88,136,38,0.26899999999999996,0.355,0.40299999999999997,0.757,0.33899999999999997,104.6,25.13,0.0,523,2,2,126,70,50,27,50,1137.0,485,432,4822,1005,0.0,0.0,103,422,12,99,843,1,31,3.42,4.05,1.26,120.8,101.9,25.16,0.0,3,126,70,50,6,0.583
4,Çö´ë,2005,1506,4899,4190,563,1071,168,16,134,1673,529,81,38,458,120,12,817,85,105,26,0.256,0.344,0.39899999999999997,0.743,0.336,102.2,24.55,0.0,496,2,0,126,53,70,28,22,1115.2,647,583,4930,1175,0.0,0.0,125,422,2,80,803,3,43,4.7,4.38,1.43,91.2,98.0,16.24,0.0,7,126,53,70,3,0.431
5,LG,2005,1612,4785,4222,601,1098,189,21,105,1644,554,149,45,349,93,12,915,72,80,41,0.26,0.327,0.389,0.7170000000000001,0.324,94.1,22.48,0.0,606,3,1,126,54,71,31,59,1102.1,666,600,4969,1212,0.0,0.0,109,480,27,80,781,5,48,4.9,4.33,1.54,85.0,96.1,12.62,0.0,6,126,54,71,1,0.43200000000000005
6,µÎ»ê,2005,1665,4922,4256,596,1147,183,17,63,1553,558,103,50,465,85,14,701,93,81,35,0.27,0.35100000000000003,0.365,0.715,0.33,97.9,21.79,0.0,516,2,1,126,72,51,33,51,1125.0,465,427,4774,1038,0.0,0.0,90,440,13,77,818,2,56,3.42,3.95,1.31,121.2,104.9,27.26,0.0,2,126,72,51,3,0.585
7,KIA,2005,1564,4848,4234,541,1102,183,13,99,1608,507,101,43,430,74,24,718,101,79,31,0.26,0.337,0.38,0.7170000000000001,0.326,95.3,19.51,0.0,517,8,1,126,49,76,24,26,1105.0,659,595,4975,1166,0.0,0.0,138,510,16,119,786,3,59,4.85,4.88,1.52,87.7,87.1,11.45,0.0,8,126,49,76,1,0.392
8,·Ôµ¥,2005,1607,4722,4177,500,1058,202,23,83,1555,470,88,52,361,70,11,856,83,94,20,0.253,0.322,0.37200000000000005,0.6940000000000001,0.315,87.4,16.2,0.0,494,2,0,126,58,67,33,24,1120.1,573,536,4845,1097,0.0,0.0,91,408,41,89,817,1,44,4.31,3.83,1.34,95.6,107.4,21.73,0.0,5,126,58,67,1,0.46399999999999997
1,Çö´ë,2006,1627,4798,4092,547,1104,172,9,92,1570,518,71,47,444,77,17,628,108,153,32,0.27,0.35,0.384,0.7340000000000001,0.33399999999999996,110.2,26.31,0.0,492,2,1,126,70,55,41,45,1114.2,467,426,4771,1053,0.0,0.0,69,394,0,71,816,0,39,3.44,3.29,1.3,105.0,109.7,24.19,0.0,3,126,70,55,1,0.56
2,ÇÑÈ­,2006,1596,4769,4170,511,1057,191,3,110,1584,481,65,28,442,59,13,800,120,68,30,0.253,0.331,0.38,0.711,0.32899999999999996,106.5,24.41,0.0,471,11,3,126,67,57,41,47,1121.1,475,420,4731,1077,0.0,0.0,94,373,17,49,760,2,37,3.37,3.52,1.29,111.2,106.5,24.32,0.0,2,126,67,57,2,0.54
3,SK,2006,1583,4793,4177,509,1059,171,19,99,1565,488,117,47,424,63,19,859,84,96,33,0.254,0.32899999999999996,0.375,0.7040000000000001,0.32299999999999995,102.6,23.78,0.0,564,0,0,126,60,65,33,52,1124.0,535,475,4819,1071,0.0,0.0,85,446,24,83,701,2,26,3.8,3.79,1.35,92.4,92.9,15.36,0.0,6,126,60,65,1,0.48
4,»ï¼º,2006,1646,4779,4091,538,1043,192,9,73,1472,505,121,52,477,79,14,689,107,90,42,0.255,0.341,0.36,0.701,0.325,104.0,23.65,0.0,513,1,0,126,73,50,49,65,1118.0,471,414,4699,1030,0.0,0.0,100,365,9,63,781,7,21,3.33,3.59,1.25,108.6,100.8,23.47,0.0,1,126,73,50,3,0.593
5,KIA,2006,1544,4754,4181,476,1067,191,22,62,1488,431,93,43,390,55,20,650,90,102,26,0.255,0.325,0.35600000000000004,0.6809999999999999,0.314,95.7,19.03,0.0,447,2,0,126,64,59,35,29,1118.1,451,417,4725,998,0.0,0.0,73,442,17,78,735,2,44,3.36,3.59,1.29,108.0,101.0,23.05,0.0,4,126,64,59,3,0.52
6,µÎ»ê,2006,1640,4708,4147,455,1068,152,28,55,1441,425,132,57,368,83,14,635,102,81,27,0.258,0.32799999999999996,0.34700000000000003,0.6759999999999999,0.314,96.1,18.97,0.0,436,7,3,126,63,60,39,29,1115.2,467,416,4690,968,0.0,0.0,69,424,13,69,834,1,55,3.36,3.3,1.25,106.6,108.3,23.56,0.0,5,126,63,60,3,0.512
7,·Ôµ¥,2006,1650,4766,4137,488,1034,173,3,88,1477,463,62,41,418,65,17,815,84,124,21,0.25,0.327,0.35700000000000004,0.684,0.314,96.1,18.22,0.0,527,5,1,126,50,73,28,34,1118.2,541,482,4822,1128,0.0,0.0,83,410,30,60,637,1,30,3.88,3.71,1.38,90.4,94.5,14.8,0.0,7,126,50,73,3,0.40700000000000003
8,LG,2006,1612,4724,4217,457,1037,181,16,81,1493,430,84,33,330,52,19,813,86,92,32,0.24600000000000002,0.306,0.354,0.6609999999999999,0.303,88.0,16.3,0.0,535,3,2,126,47,75,29,53,1110.0,574,521,4834,1144,0.0,0.0,87,439,23,60,625,3,41,4.22,3.88,1.43,83.9,91.3,12.67,0.0,8,126,47,75,4,0.385
1,SK,2007,1686,4881,4236,603,1118,212,20,112,1706,568,136,68,442,76,22,750,86,87,40,0.264,0.341,0.40299999999999997,0.7440000000000001,0.34,106.9,26.77,0.0,588,1,0,126,73,48,36,77,1139.1,465,410,4852,1079,0.0,0.0,77,445,27,67,650,1,28,3.24,3.85,1.34,117.6,99.1,23.29,0.0,1,126,73,48,5,0.603
2,µÎ»ê,2007,1632,4856,4199,578,1103,209,32,78,1610,543,161,59,449,88,21,748,102,68,51,0.263,0.34299999999999997,0.38299999999999995,0.726,0.335,103.3,26.33,0.0,497,6,4,126,70,54,30,42,1131.1,480,432,4814,1067,0.0,0.0,74,399,24,75,721,4,43,3.44,3.6,1.3,112.6,107.5,25.41,0.0,2,126,70,54,2,0.565
3,LG,2007,1631,4933,4322,532,1160,186,19,78,1618,508,130,46,431,48,24,704,107,89,43,0.268,0.33799999999999997,0.374,0.713,0.32799999999999996,98.3,22.6,0.0,557,2,1,126,58,62,34,58,1135.2,600,547,5014,1181,0.0,0.0,63,514,21,52,630,2,48,4.33,3.88,1.49,89.6,100.0,16.88,0.0,5,126,58,62,6,0.483
4,·Ôµ¥,2007,1600,4894,4273,533,1152,193,18,76,1609,501,67,46,405,73,34,763,87,104,39,0.27,0.34,0.377,0.7170000000000001,0.32799999999999996,98.4,22.4,0.0,523,2,0,126,55,68,22,24,1120.2,554,513,4871,1164,0.0,0.0,93,414,40,69,704,4,46,4.12,3.84,1.41,92.9,99.6,17.56,0.0,7,126,55,68,3,0.447
5,Çö´ë,2007,1666,4920,4260,530,1154,178,7,96,1634,507,51,36,443,60,38,653,111,125,32,0.271,0.34600000000000003,0.384,0.7290000000000001,0.332,101.2,22.29,0.0,550,1,0,126,56,69,27,46,1127.0,615,552,4906,1104,0.0,0.0,119,466,20,48,796,4,32,4.41,4.11,1.39,90.5,97.2,15.99,0.0,6,126,56,69,1,0.44799999999999995
6,ÇÑÈ­,2007,1593,4805,4128,534,1050,165,13,104,1553,502,48,21,506,56,17,705,128,87,28,0.254,0.342,0.376,0.718,0.332,101.0,21.23,0.0,450,9,3,126,67,57,39,36,1119.0,481,440,4781,1084,0.0,0.0,84,451,24,53,741,4,38,3.54,3.77,1.37,113.6,106.7,24.7,0.0,3,126,67,57,2,0.54
7,»ï¼º,2007,1657,4895,4186,497,1062,191,9,86,1529,469,101,46,511,63,28,678,93,95,39,0.254,0.341,0.365,0.706,0.326,97.0,20.97,0.0,547,0,0,126,62,60,41,51,1131.2,509,466,4824,1091,0.0,0.0,90,400,7,58,719,5,35,3.71,3.79,1.32,105.8,103.4,22.85,0.0,4,126,62,60,4,0.508
8,KIA,2007,1535,4811,4204,499,1080,198,16,73,1529,466,70,44,428,55,7,630,117,78,45,0.257,0.33,0.364,0.6940000000000001,0.322,94.0,17.21,0.0,530,2,1,126,51,74,26,27,1109.2,602,554,4933,1109,0.0,0.0,103,526,28,97,670,7,60,4.49,4.44,1.47,87.5,88.6,12.75,0.0,8,126,51,74,1,0.408
1,SK,2008,1588,5003,4332,632,1222,215,23,89,1750,591,170,83,491,62,15,735,99,80,38,0.282,0.361,0.40399999999999997,0.765,0.353,112.5,30.25,0.0,609,1,1,126,83,43,43,72,1151.0,461,412,4855,1053,0.0,0.0,78,448,13,55,801,2,35,3.22,3.92,1.3,125.9,103.6,26.7,0.0,1,126,83,43,0,0.659
2,·Ôµ¥,2008,1405,4890,4256,624,1200,199,22,93,1722,590,133,68,445,76,13,728,97,62,51,0.282,0.35700000000000004,0.405,0.7609999999999999,0.35200000000000004,111.9,29.7,0.0,445,9,3,126,69,57,27,38,1119.0,518,453,4769,1134,0.0,0.0,70,409,32,47,671,2,42,3.64,3.9,1.38,110.5,103.3,21.94,0.0,3,126,69,57,0,0.5479999999999999
3,µÎ»ê,2008,1678,4975,4344,647,1198,166,37,68,1642,598,189,63,472,78,23,719,115,36,44,0.276,0.354,0.37799999999999995,0.732,0.34299999999999997,105.4,27.38,0.0,495,0,0,126,70,56,26,37,1134.2,542,490,4857,1115,0.0,0.0,78,379,13,69,780,5,45,3.89,3.82,1.32,105.3,107.2,22.89,0.0,2,126,70,56,0,0.556
4,ÇÑÈ­,2008,1630,4882,4275,592,1086,204,20,120,1690,566,97,25,463,57,17,770,100,52,35,0.254,0.33299999999999996,0.395,0.728,0.336,100.7,23.64,0.0,487,3,1,126,64,62,36,39,1129.2,595,556,4911,1136,0.0,0.0,95,519,28,49,723,4,37,4.43,4.4,1.47,95.8,96.5,18.04,0.0,5,126,64,62,0,0.508
5,»ï¼º,2008,1650,4859,4180,557,1078,187,15,92,1571,520,59,37,505,65,15,699,115,70,38,0.258,0.344,0.376,0.72,0.335,100.1,21.64,0.0,535,0,0,126,65,61,40,48,1123.1,596,549,4867,1184,0.0,0.0,87,416,4,43,703,4,49,4.4,4.12,1.42,94.4,100.8,19.63,0.0,4,126,65,61,0,0.516
7,KIA,2008,1572,4832,4210,503,1095,188,28,48,1483,465,131,65,453,48,14,642,97,85,35,0.26,0.336,0.35200000000000004,0.6890000000000001,0.321,90.7,16.88,0.0,513,3,1,126,57,69,29,26,1124.0,555,510,4850,1078,0.0,0.0,65,473,9,77,733,5,52,4.08,4.04,1.38,100.3,101.4,21.21,0.0,6,126,57,69,0,0.452
8,LG,2008,1538,4743,4184,468,1070,164,23,66,1478,447,111,45,364,59,6,765,90,85,50,0.256,0.321,0.353,0.674,0.313,84.8,14.06,0.0,527,1,0,126,46,80,25,40,1108.1,646,597,4976,1239,0.0,0.0,82,480,4,72,631,3,46,4.85,4.46,1.55,84.4,91.9,12.67,0.0,8,126,46,80,0,0.365
1,SK,2009,1705,5379,4574,732,1303,235,17,166,2070,693,181,68,552,84,16,892,103,128,40,0.285,0.369,0.45299999999999996,0.8220000000000001,0.36,106.9,29.1,0.0,556,2,0,133,80,47,33,34,1213.0,550,494,5203,1141,0.0,0.0,130,519,33,54,1032,3,68,3.67,4.22,1.37,129.1,112.3,31.66,0.0,2,133,80,47,6,0.602
2,»ï¼º,2009,1648,5220,4459,685,1224,233,15,146,1925,650,125,50,584,67,23,789,108,67,43,0.275,0.364,0.43200000000000005,0.7959999999999999,0.354,102.8,26.27,0.0,544,3,1,133,64,69,32,45,1163.2,700,644,5209,1226,0.0,0.0,141,609,9,56,905,1,67,4.98,4.9,1.58,98.0,99.6,20.3,0.0,5,133,64,69,0,0.48100000000000004
3,µÎ»ê,2009,1670,5265,4591,722,1286,215,33,120,1927,669,129,50,522,86,21,849,128,26,40,0.28,0.36200000000000004,0.42,0.7809999999999999,0.353,101.7,25.9,0.0,569,1,0,133,71,60,32,59,1186.1,662,607,5205,1221,0.0,0.0,120,515,7,75,862,3,55,4.6,4.52,1.46,103.2,105.0,23.54,0.0,3,133,71,60,2,0.534
