No,Name,Year,G_B,PA,AB,R_B,H_B,2B_B,3B_B,HR_B,TB,RBI,SB,CS,BB_B,HBP_B,IBB_B,SO_B,GDP,SAC,SF,AVG,OBP,SLG,OPS,wOBA,wRC+,WAR_B,WPA_B,G_P,CG,ShO,GS,W_P,L_P,SV,HLD(HD),IP,R_P,ER,TBF,H_P,2B_P,3B_P,HR_P,BB_P,IBB_P,HBP_P,SO_P,BK,WP,ERA,FIP,WHIP,ERA+,FIP+,WAR_P,WPA_P,Rank,G,W_T,L_T,D,P
8,»ï¼º,2017,1786,5707,5095,757,1419,255,36,145,2181,703,98,37,429,70,17,983,97,58,55,0.27899999999999997,0.34,0.428,0.768,0.337,92.7,16.81,5.87,613,1,0,144,55,84,27,34,1281.1,911,840,5916,1541,281.0,28.0,187,548,15,118,1063,4,74,5.9,5.5,1.63,86.0,91.7,6.74,-20.24,9,144,55,84,5,0.396
9,LG,2017,1896,5614,4944,699,1390,216,20,110,1976,664,77,56,438,101,17,1021,123,76,55,0.281,0.348,0.4,0.748,0.33299999999999996,93.0,15.83,3.6,619,4,1,144,69,72,32,66,1279.0,677,614,5507,1305,249.0,29.0,124,379,31,102,1040,3,81,4.32,4.43,1.32,112.1,109.1,19.16,-5.25,6,144,69,72,3,0.489
1,µÎ»ê,2018,1837,5870,5176,944,1601,284,30,191,2518,898,96,23,496,92,16,1016,112,43,63,0.309,0.376,0.486,0.862,0.37200000000000005,119.8,37.57,26.13,615,1,0,144,93,51,41,56,1288.2,756,716,5700,1401,266.0,16.0,154,476,17,109,1025,2,72,5.0,5.12,1.46,101.1,98.4,19.4,-5.12,2,144,93,51,0,0.6459999999999999
2,KIA,2018,1918,5744,5036,865,1487,258,22,170,2299,823,88,37,503,99,27,905,135,56,50,0.295,0.36700000000000005,0.457,0.8240000000000001,0.35700000000000004,107.2,26.96,17.18,575,4,0,144,70,74,26,43,1270.2,826,766,5708,1511,271.0,17.0,181,445,28,69,1017,3,65,5.43,5.23,1.54,94.6,98.6,16.43,-19.08,5,144,70,74,0,0.486
3,·Ôµ¥,2018,1910,5764,5130,821,1484,289,17,203,2416,792,68,32,471,81,22,1157,124,45,37,0.289,0.35600000000000004,0.47100000000000003,0.8270000000000001,0.35600000000000004,103.9,24.47,13.11,686,0,0,144,68,74,29,64,1283.2,846,771,5788,1410,295.0,26.0,166,548,23,73,1164,7,65,5.41,5.1,1.53,96.5,102.6,15.85,-16.1,7,144,68,74,2,0.479
4,SK,2018,1773,5682,4992,829,1403,234,13,233,2362,791,108,39,483,119,6,1079,103,54,34,0.281,0.35600000000000004,0.473,0.8290000000000001,0.35700000000000004,103.8,23.89,16.93,634,0,0,144,78,65,29,63,1274.2,729,664,5563,1353,232.0,17.0,189,425,15,74,1130,2,62,4.69,5.13,1.4,112.1,103.4,21.78,-10.28,1,144,78,65,1,0.545
5,³Ø¼¾,2018,1757,5780,5141,825,1481,288,19,165,2302,787,101,33,472,85,25,1208,93,32,50,0.28800000000000003,0.355,0.44799999999999995,0.802,0.349,101.3,23.6,15.7,591,4,1,144,75,69,32,72,1282.0,780,723,5646,1442,252.0,18.0,178,416,13,98,1021,4,59,5.08,5.22,1.45,101.5,97.8,18.07,-12.66,4,144,75,69,0,0.521
6,LG,2018,1789,5665,5070,788,1487,299,12,148,2254,740,71,38,418,75,14,1001,125,51,51,0.293,0.353,0.445,0.797,0.34700000000000003,102.5,23.14,14.02,601,3,2,144,68,75,29,43,1268.2,816,750,5677,1434,266.0,19.0,159,453,13,89,1058,4,72,5.32,5.05,1.49,94.8,99.2,13.04,-17.54,8,144,68,75,1,0.47600000000000003
7,»ï¼º,2018,1717,5766,5109,776,1471,241,29,146,2208,732,116,52,468,87,14,1034,115,57,45,0.28800000000000003,0.355,0.43200000000000005,0.787,0.344,96.6,19.89,8.89,618,0,0,144,68,72,33,56,1285.1,802,745,5740,1477,291.0,18.0,185,441,10,107,1114,5,45,5.22,5.23,1.49,101.7,100.5,18.08,-10.91,6,144,68,72,4,0.486
8,KT,2018,1822,5605,5026,757,1382,264,13,206,2290,721,80,57,464,46,14,1109,103,43,26,0.275,0.34,0.456,0.7959999999999999,0.34299999999999997,94.2,15.12,8.54,631,4,1,144,59,82,24,45,1274.1,834,760,5743,1580,272.0,23.0,194,409,25,84,1025,1,63,5.37,5.31,1.56,98.7,97.9,16.59,-20.35,9,144,59,82,3,0.418
9,ÇÑÈ­,2018,1764,5539,4972,729,1369,249,14,151,2099,668,118,64,420,88,17,1098,113,31,28,0.275,0.341,0.42200000000000004,0.763,0.335,89.1,12.22,10.47,685,0,0,144,77,67,37,62,1274.0,761,701,5637,1394,246.0,13.0,164,472,9,89,1124,7,78,4.95,5.04,1.47,107.0,105.9,19.69,-5.47,3,144,77,67,0,0.535
10,NC,2018,1938,5488,4895,660,1280,233,18,143,1978,629,82,35,427,88,15,1081,115,35,43,0.261,0.32899999999999996,0.40399999999999997,0.733,0.322,83.6,9.68,6.03,622,1,0,144,58,85,24,51,1264.0,844,773,5701,1443,248.0,20.0,186,537,17,68,1010,6,92,5.5,5.54,1.57,94.3,94.9,10.98,-19.46,10,144,58,85,1,0.406
1,Å°¿ò,2019,1637,5658,4991,780,1405,252,37,112,2067,741,110,33,514,69,13,943,122,36,48,0.282,0.354,0.414,0.768,0.35200000000000004,113.8,32.46,9.03,611,2,2,144,86,57,39,90,1279.0,572,512,5427,1293,244.0,24.0,61,371,3,58,984,6,45,3.6,3.48,1.3,114.9,118.7,22.22,5.42,2,144,86,57,1,0.601
2,µÎ»ê,2019,1738,5669,4912,736,1364,235,31,84,1913,692,102,38,562,73,16,799,117,39,83,0.278,0.355,0.389,0.745,0.344,109.5,27.97,6.12,621,3,0,144,88,55,44,69,1283.2,550,501,5434,1259,231.0,22.0,78,380,22,70,860,5,49,3.51,3.85,1.28,116.9,106.0,23.64,10.43,1,144,88,55,1,0.615
3,NC,2019,1783,5631,4968,674,1383,249,26,128,2068,639,86,45,456,83,14,880,126,64,60,0.278,0.345,0.41600000000000004,0.762,0.34600000000000003,107.7,26.43,-1.13,645,5,2,144,73,69,32,68,1284.1,631,573,5578,1285,199.0,19.0,103,483,10,92,991,2,68,4.02,4.22,1.38,104.9,100.0,17.39,3.13,5,144,73,69,2,0.514
4,KT,2019,1883,5572,4956,650,1374,186,20,103,1909,615,103,44,475,51,15,973,113,45,45,0.27699999999999997,0.344,0.385,0.7290000000000001,0.336,102.8,23.28,1.76,567,2,1,144,71,70,37,59,1276.0,661,611,5529,1302,225.0,25.0,118,481,17,61,847,6,50,4.31,4.51,1.4,96.0,91.2,12.31,-1.44,6,144,71,71,2,0.5
5,LG,2019,1825,5532,4924,641,1315,233,15,94,1860,604,107,47,434,77,17,961,117,49,48,0.267,0.33299999999999996,0.37799999999999995,0.711,0.327,98.8,21.84,2.58,599,1,0,144,78,64,42,61,1281.1,633,554,5548,1257,223.0,23.0,89,498,15,91,952,1,64,3.89,4.16,1.37,105.5,97.9,14.83,5.28,4,144,79,64,1,0.552
6,SK,2019,1731,5542,4919,655,1290,218,14,117,1887,622,118,50,462,87,20,966,92,35,38,0.262,0.33399999999999996,0.384,0.718,0.331,97.2,19.1,0.54,628,0,0,144,88,55,51,92,1292.1,546,503,5463,1240,176.0,14.0,99,436,12,50,1092,4,50,3.5,3.81,1.3,121.5,112.2,30.14,16.03,3,144,88,55,1,0.615
7,KIA,2019,1807,5505,4874,605,1286,248,19,76,1800,566,87,42,496,59,13,919,108,31,45,0.264,0.336,0.369,0.706,0.32799999999999996,95.8,17.66,-3.84,603,3,2,144,62,79,30,64,1264.0,723,655,5614,1362,257.0,24.0,101,504,17,76,976,2,51,4.66,4.23,1.48,89.9,98.9,13.92,-5.39,7,144,62,80,2,0.43700000000000006
8,»ï¼º,2019,1652,5533,4866,622,1245,230,26,122,1893,598,107,42,478,78,15,976,107,58,53,0.256,0.32899999999999996,0.389,0.718,0.32799999999999996,94.6,17.27,-4.93,627,4,4,144,60,83,29,60,1275.1,731,658,5638,1332,254.0,36.0,125,523,9,70,924,5,49,4.64,4.6,1.46,93.5,92.7,11.4,-6.64,8,144,60,83,1,0.42
9,ÇÑÈ­,2019,1738,5482,4882,607,1249,223,16,88,1768,562,105,51,441,70,12,1090,112,44,45,0.256,0.324,0.36200000000000004,0.6859999999999999,0.317,92.1,14.98,-7.1,649,2,0,144,58,86,28,43,1268.2,737,679,5655,1407,238.0,19.0,120,526,9,72,934,4,66,4.82,4.55,1.52,86.0,91.4,11.57,-6.91,9,144,58,86,0,0.40299999999999997
10,·Ôµ¥,2019,1821,5488,4919,578,1231,214,22,90,1759,545,62,31,430,64,12,1085,108,35,40,0.25,0.316,0.358,0.674,0.312,86.0,10.91,-10.09,664,1,1,144,48,93,16,47,1270.1,764,688,5726,1405,241.0,20.0,120,546,33,71,1032,4,103,4.87,4.39,1.54,86.0,95.6,11.8,-12.89,10,144,48,93,3,0.34
1,NC,2020,603,1846,1621,298,476,88,7,68,782,288,28,12,158,37,4,321,33,13,17,0.294,0.366,0.48200000000000004,0.8490000000000001,0.373,119.5,11.62,7.66,220,0,0,46,32,14,13,30,414.0,224,212,1788,394,65.0,4.0,48,169,3,22,341,3,24,4.61,4.83,1.36,105.0,99.9,6.78,1.36,1,46,32,14,0,0.696
2,µÎ»ê,2020,614,1920,1680,293,497,93,7,49,751,276,17,11,178,24,7,288,49,9,29,0.29600000000000004,0.366,0.447,0.813,0.36200000000000004,118.4,11.15,6.52,213,0,0,47,27,19,12,14,420.2,267,241,1895,490,105.0,7.0,37,158,5,22,312,1,23,5.16,4.52,1.54,91.0,103.0,4.15,-2.15,3,47,28,19,0,0.596
3,Å°¿ò,2020,598,1905,1641,271,434,82,12,55,705,252,32,7,209,25,5,365,32,11,19,0.264,0.353,0.43,0.782,0.349,109.1,10.06,5.15,213,0,0,48,30,18,12,21,424.0,212,191,1789,430,66.0,5.0,44,114,3,24,311,5,16,4.05,4.44,1.28,116.2,105.2,7.78,1.0,2,48,30,18,0,0.625
4,KT,2020,615,1867,1662,272,482,82,10,55,749,255,30,11,154,16,6,352,28,18,17,0.29,0.353,0.451,0.8029999999999999,0.354,110.9,9.47,4.2,199,0,0,47,21,26,7,19,414.0,275,257,1860,472,72.0,2.0,52,163,6,24,262,0,23,5.59,5.29,1.53,85.2,88.7,1.2,-6.6,8,47,21,26,0,0.447
5,LG,2020,632,1826,1622,258,469,85,8,40,690,247,33,18,144,22,8,296,36,17,21,0.289,0.35100000000000003,0.425,0.7759999999999999,0.345,108.5,8.7,3.21,198,1,1,47,27,20,12,21,419.2,227,211,1831,425,77.0,6.0,41,156,4,27,332,0,13,4.53,4.57,1.38,102.8,100.9,5.62,0.28,4,47,27,20,0,0.574
6,KIA,2020,525,1718,1514,218,411,70,2,47,626,210,16,6,158,17,0,296,42,17,12,0.271,0.345,0.413,0.758,0.34,98.0,5.91,0.39,182,1,1,45,24,21,11,21,391.1,204,181,1668,387,78.0,11.0,29,126,2,18,349,3,18,4.16,3.88,1.31,117.3,124.9,8.65,1.14,5,45,24,21,0,0.5329999999999999
7,·Ôµ¥,2020,534,1758,1567,207,420,85,2,32,605,193,33,10,149,19,6,286,36,9,14,0.268,0.336,0.386,0.722,0.327,91.2,4.63,1.2,217,0,0,45,22,23,7,20,403.0,215,205,1722,404,73.0,3.0,48,143,4,16,308,1,24,4.58,4.78,1.36,104.9,99.4,7.41,-1.72,7,45,22,23,0,0.489
8,»ï¼º,2020,613,1816,1605,243,417,86,2,43,636,231,44,17,152,24,2,324,39,14,21,0.26,0.32899999999999996,0.396,0.725,0.325,88.2,4.38,0.06,220,0,0,48,24,24,10,23,421.0,234,205,1850,431,83.0,6.0,52,178,4,23,299,0,13,4.38,5.2,1.45,113.3,94.5,7.16,0.01,6,48,24,24,0,0.5
9,SK,2020,591,1772,1569,177,377,51,10,37,559,169,24,12,158,18,5,340,42,17,10,0.24,0.315,0.35600000000000004,0.6709999999999999,0.304,77.8,1.75,-3.42,213,0,0,47,14,32,5,17,417.0,245,218,1854,427,77.0,6.0,44,195,3,25,333,2,30,4.71,4.94,1.49,100.4,97.4,4.48,-6.28,9,47,14,33,0,0.298
